Name,Rating,Cuisine,Discounts,Image URL,Link,Area,Detailed Cuisine
Foodies Kitchen,4.9(9)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/h24n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h24n/foodies-kitchen-h24n,"D-801, grey skyline, Gulistan-e-Jauhar block 13 , karachi","Pizza, Fast Food, Beverages, Pasta"
Broast House,4.4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/n8da-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n8da/broast-house-n8da,shop #LG-27 Millinium mall near pizza point main rashid minhas road karachi,Fast Food
TAQWA FOOD'S (Qorma biryani and pakwan center),3.5(32)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xqnz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xqnz/taqwa-foods-qorma-biryani-and-pakwan-center,Shop no 1 plot 648 near icon36 and bin Hashim super store gulistan e johar Block 11 Karachi,"Pakistani, Biryani, Pulao"
Marhaba Pakwan Center,3.6(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/jehy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jehy/marhaba-pakwan-center-jehy,"Society Apartments, Shahrah-e-Qaideen, Block 2 P.E.C.H.S., Karachi, Karachi City, Sindh, Pakistan","Pakistani, Pulao"
Katakat Wala,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t727-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t727/katakat-wala-t727,"Shop No. 2, sima liberty, plot 153-A PECHS block 2, alama iqbal road karachi","Pakistani, BBQ, Karahi & Handi, Paratha"
Dilpasand Halwa Puri,4.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/d6zx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/d6zx/dilpasand-halwa-puri-d6zx,shop no 33 Rizwan Chs Johar Complex main university road near by usman Medical Rajput milk Shop Per ana hai Karachi,"Pakistani, Halwa Puri"
AR Pizza Fast Food & BBQ,4.3(90)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/nme8-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/nme8/ar-pizza-fast-food-and-bbq,"Noor Masjid Rd, Block 2 PECHS, Karachi","Burgers, Fast Food, Western"
New Quetta Mashallah Hotel,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/x04o-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x04o/new-quetta-mashallah-hotel-x04o,"Main University Rd, Gulzar-e-Hijri Rizwan Chs Gulzar E Hijri Scheme 33, Karachi, Karachi City, Sindh, Pakistan","Beverages, Pakistani, Paratha"
Curry Corner,4.6(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/vut3-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vut3/curry-corner,R-37 Aramish bungalows block 19 gulistan-e-johar karachi,"Chinese, Beverages"
Shah Jee Piyala Hotel,3.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xl64-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xl64/shah-jee-piyala-hotel,"Allama Iqbal road, Tariq Rd, Block 2 P.E.C.H.S., Karachi","Pakistani, Paratha"
Cup Shup Cafe,3.8(94)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/hetr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hetr/cup-shup-cafe,Cup Shup Cafe Block 12 Gulistan e Jauhar Karachi,"Fast Food, Beverages"
SKY GRILL,4.6(17)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Continental,,https://images.deliveryhero.io/image/fd-pk/LH/j6c1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/j6c1/sky-grill,"Skygrill restuarant and cafe, hill road C-36","Chinese, Continental, Burgers, Beverages, Western"
New Quetta Hamdard Cafe,2.1(9)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xn0m-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xn0m/new-quetta-hamdard-cafe,"Plot#B-17, Block-16, Scheme 36, Gulistan e Jauhar","Pakistani, Paratha"
Allah Tawakal Halwa Puri,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/cd75-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cd75/allah-tawakal-halwa-puri,"Shop no. 106, Gulzar-e-Hijri Rizwan Chs Gulzar E Hijri Scheme 33, Karachi, Karachi City, Sindh","Pakistani, Paratha"
Pie n Fry,5(2)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/l8yx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/l8yx/pie-n-fry,475/476 Central Commercial Area P.E.C.H.S Block 2,"Sandwiches, Pizza, Burgers, Pakistani, Western"
Huma's Kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mt6x-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mt6x/humas-kitchen-mt6x,"R-35, Crystal Homes, block 19, Gulistan E Johar, Karachi","Burgers, Beverages, Pakistani, Western, Biryani"
Funky Cluck,5(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/mq9b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mq9b/funky-cluck,Plot B137 block 11 gulistan johar karachi bin hashim,"Pizza, Burgers, Fast Food, Pasta, Western"
Abdul Rehman Fast Food & BBQ,4.1(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ionw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ionw/abdul-rehman-fast-food-and-bbq,"East, 495 C Tariq Rd, central commercial area Block 2 P.E.C.H.S., Karachi, Karachi City, Sindh 47000","Fast Food, American, Western, BBQ"
Pizza Yumm's - Jauhar,4.6(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/u9lp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u9lp/pizza-yumms-jauhar,"Shop no. 14, Faraz View Appts, Block-13, Gulistan e Johar, Karachi",Pizza
Builder Burger - Karsaz,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/frcf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/frcf/builder-burger-karsaz,"Shop 28, Royal Apartments, Plot SB, 3, KDA Scheme #1 KDA Scheme 1, Karachi, Karachi City, Sindh","Burgers, Fast Food, Western"
Spicy Bistro,2.5(24)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/da1c-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/da1c/spicy-bistro,"Shop#3, 395/C, Block 2, Central Commercial Area, PECHS, Allama iqbal road, off Tariq Road Karachi","Burgers, Fast Food, American, Western"
Jameel Kachori Shop,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/m6sz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/m6sz/jameel-kachori-shop,"Jameel Kachori, Block 2, PECHS opposite Hina Cosmetics Karachi","Wraps & Rolls, Pakistani, Savouries, Samosa"
Hassan Zai Koyla Karahi,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gfla-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gfla/hassan-zai-koyla-karahi,"Shahrah-e-Qaideen, P.E.C.H.S Block 2 Block 2 PECHS, Karachi","Pasta, Pakistani, BBQ, Karahi & Handi, Paratha"
THE OG SHAWARMA,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gble-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gble/the-og-shawarma,"Billy's Arcade sector 38-A , KDA Scheme # 33, Gulzar-e-Hijri Karachi, 75280, Pakistan","Middle Eastern, Shawarma, Pakistani"
Bin Khaliq Foods,4.7(52)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/msiy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/msiy/bin-khaliq-foods-msiy,"A/C block flat no. 3/3, near ballu paan shop, lines area, karachi","Beverages, Pakistani, Paratha"
Mishal's Cake,,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/dwaw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dwaw/mishals-cake,"Banglow #A,3 plot #18/1 street 7 darul aman society PECHS Block 3  opposite to naheed supermarket","Cakes & Bakery, Desserts"
Abid Meeruth Bar B Q and Fast Food,3.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,BBQ,,https://images.deliveryhero.io/image/fd-pk/LH/n0wi-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n0wi/abid-meeruth-bar-b-q-and-fast-food,"KDA Scheme 1, Karsaz Road","Sandwiches, Burgers, Fast Food, Wraps & Rolls, Pakistani"
Good luck foods by sheikh,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/cj4h-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cj4h/good-luck-foods-by-sheikh,"Sheikh caterers, Tariq Rd 770,770/C Tariq Rd, Block 2 PECHS, Karachi, 75100, Pakistan","Pakistani, Savouries, Samosa"
Jackson's Fried Chicken  - PECHS,2.2(24)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/n0p8-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n0p8/jacksons-fried-chicken-pechs-n0p8,"Shop #2, 395-C, New Dupatta Gal, Allama Iqbal Road, Blocj 2, PECHS, Central Commercial Area, Karachi",Fast Food
Pizza wing-Safoora,3.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/d2hp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/d2hp/pizza-wing-safoora,"Shop # 17 rufi homes. Memon hospital road. Near honda showroom, Safoora, Karachi","Pizza, Fast Food, Pasta"
Karachi Hassan Zai Koyla Karahi & BBQ,4.7(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/q1ve-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q1ve/karachi-hassan-zai-koyla-karahi-and-bbq,"Shahrah-e-Qaideen, Block 2 P.E.C.H.S., Karachi","Pakistani, BBQ, Karahi & Handi"
Hawaii Bakers - Jauhar,,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/y06g-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y06g/hawaii-bakers-jauhar,"A-171,Block # 13 Ground Floor Gulistan e Jauhar Khi","Cakes & Bakery, Desserts"
ZAIN ZAI BROAST,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u8sd-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u8sd/zain-zai-broast,P.E.C.H.S Block 2 near Karachi Hassan Zai,"Burgers, Pakistani, Western"
Sip and Bite Cafe,4.3(62)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://images.deliveryhero.io/image/fd-pk/LH/ddzf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ddzf/sip-and-bite-cafe-ddzf,Flat no-C-309 3rd floor plot no-27 Al noor centre P.R randle  raod karachi,"Beverages, Pasta, Pakistani, Tea & Coffee, Paratha"
Tandooray,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/n1gy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n1gy/tandooray,"Shop # 18, Faraz View, Block 13, Gulistan e Johar, Karachi.","Burgers, American, Western"
Peshawari Shinwari Restaurant Liberty (Tariq Road),4.4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u3qe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u3qe/peshawari-shinwari-restaurant-liberty-tariq-road,Main Tariq Road liberty shop no 1 opposite Silver Spoon,"Pakistani, BBQ, Karahi & Handi, Paratha"
Turkish & Arabic Fusion,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/rszv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rszv/turkish-and-arabic-fusion,"Gulistan e johar block 7, Safoora goth, Beside Dilpasand bakery","Fast Food, American, Middle Eastern, Shawarma, Western"
Yaadgar Halwa Puri - Branch 2,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/maqx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/maqx/yaadgar-halwa-puri-branch-2,Jacob line saqib shaheed Rd thanvi Masjid,"Pakistani, Halwa Puri"
Chaudry Food Point,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/b0y0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/b0y0/chaudry-food-point,"Shop No. 2 ,Hamid Hussain Farooqi Rd, Besides bismillah milk shop P.E.C.H.S Block 2 Block 2 PECHS, Karachi, Karachi City, Sindh, Pakistan","Burgers, Fast Food, Western"
La Food Corner Fast Food & BBQ,4.8(7)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/x1ff-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x1ff/la-food-corner-fast-food-and-bbq,"Army Flats, Central Jacob Lines Karachi, Karachi City, Sindh","Sandwiches, Burgers, Fast Food, Wraps & Rolls, Pakistani"
Karachi Pizza & Spice,,,,https://images.deliveryhero.io/image/fd-pk/LH/ww29-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ww29/karachi-pizza-and-spice,Shop no 26 behind line area,Pizza
Shahid Shinwari,4.7(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/s2xy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s2xy/shahid-shinwari,"F1 39 block B Gulshan-e-jamaal Opp. Askari 4 Rashid Minhas Road., Karachi","Pakistani, Karahi & Handi, Paratha"
Tasty Trendsetters,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/zxo1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/zxo1/tasty-trendsetters,"Faraz View Block-B Flat no B-57, 5th Floor, Block 13, Gulistan e Jauhar","Sandwiches, Desserts, Beverages, Pakistani, Western"
Hussaini Burger & Roll Point,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/uwl4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uwl4/hussaini-burger-and-roll-point,Ranchorline  motiwala mANSIon near Alshifa street Hussani roll point,"Burgers, Fast Food, Wraps & Rolls, Western"
AL Ghousia Kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/i500-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/i500/al-ghousia-kitchen,"H#15 LR 7/23 Soomra Street, Nishtar Road, Lyari","Beverages, Pakistani, Pulao, Haleem, Nihari"
TBH its yummy,4.7(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t6cj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t6cj/tbh-its-yummy,"shop no.4ak,appartments next to khalid sweet bakery ,university road karachi","Sandwiches, Pakistani, Western"
Yumm's Pizza - Garden,3.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/e646-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/e646/yumms-pizza-garden,"Shop #1, Bagh Hassan Ali Hoti Rd, near Nobby School, Building Ramswami, Karachi, Karachi City, Sindh, Pakistan",
Shaikh's Cafe - Gulistan E Jauhar,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/bdju-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bdju/shaikhs-cafe-gulistan-e-jauhar,Plot number c4 gulistan e jauhar block 7 back side kababjee Fried chicken,"Sandwiches, Fast Food, Beverages, Middle Eastern, Shawarma"
Al-Aziz food corner,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/yoj0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/yoj0/al-aziz-food-corner,2nd Street right turn and left turn H.No R-339 sector 2/B line area Gulshan-e-zahoor Karachi,
Ghousia Seafood & BBQ Point - PECHS,3.5(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ejyw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ejyw/ghousia-seafood-and-bbq-point-pechs,"Opposite Allah Wala Biryani, Noor Masjid road ,block 2, PECHS, Karachi","Seafood, Wraps & Rolls, Pakistani, BBQ"
Chilli Hot n Roll,4.4(98)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/neov-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/neov/chilli-hot-n-roll-neov,"Shop # 3, Comm 03/I & II, Plot No. 08, AK Apartment, Rizwan Co-operative Society, Sector 38-A, KDA Scheme No. 33 Karachi Select Country","Pakistani, BBQ"
Haji BBQ,4.9(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/bnez-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bnez/haji-bbq,"Tariq Road Commercial Area, Shop No. C144, P.E.C.H.S Block 2, Karachi, 75100","Fast Food, Wraps & Rolls, Pakistani, BBQ, Paratha"
Zareen Fatima Kitchen,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://images.deliveryhero.io/image/fd-pk/LH/ihwx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ihwx/zareen-fatima-kitchen,Block y 1/1 housing complex karachi,"Beverages, Pakistani, Biryani, Pulao"
GHOUSIA BBQ RESTAURANT,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/imk0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/imk0/ghousia-bbq-restaurant,"Opposite Allah Wala Biryani, Noor Masjid road block 2, PECHS, Karachi","Wraps & Rolls, Pakistani, BBQ"
Malik Meruth Bar B.Q & Fast Food,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/aaey-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/aaey/malik-meruth-bar-b-q-and-fast-food,"Faraz View, Shop # 1&2, Faraz View, Block 13, Gulistan-e-Johar, Karachi, Pakistan? 3 Jauhar Chowrangi Road","Pakistani, BBQ, Paratha"
HOT & FLAMES,,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/cpfe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cpfe/hot-and-flames,"108/c, Muhammad Khan Street, P.E.C.H.S Block 2, karachi","Chinese, Beverages, Shakes"
FK PIZZA,4.5(38)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/gkf8-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gkf8/fk-pizza,887/C PECHS block 2 tariq road kurta gali near cafe Shehbaz hotel,"Pizza, Fast Food"
Imperial Court Chinese Restaurant,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/s6wf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s6wf/imperial-court-chinese-restaurant,"Plot #180?A,block2 PECHS,Tariq road,",Chinese
FK Fast Food,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/mpum-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mpum/fk-fast-food,"House no. 887/C, PECHS Block 2, Karachi","Burgers, Fast Food, Beverages, Pakistani, Western"
Karachi Kitchen,4.5(77)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/x14v-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x14v/karachi-kitchen-x14v,Pakistani masjid Ranchorline near hoti market karachi,"Burgers, Fast Food, Wraps & Rolls, Pakistani, Western"
Sip N Chip Boba Tea,4.6(41)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/p5eb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/p5eb/sip-n-chip-boba-tea,"Flat A1-609, Safari Omega View Apartments Block C,  Block 13 Gulistan-e-Jauhar, Karachi","Beverages, Healthy Food, Shakes"
KABABI FOODS,4.8(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/btwz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/btwz/kababi-foods,"Shop # 3, Taha Masjid, Block 7, Gulistan e Johar, Karachi","Fast Food, Savouries, Samosa"
Crave Lab,4.8(11)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/i86s-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/i86s/crave-lab,Crave Lab Shop No. 4 Lakhani Fantasia Sector 34A Gulzar e Hijri Schemeÿ33ÿKarachi,Fast Food
Khushi Foods,4.2(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://images.deliveryhero.io/image/fd-pk/LH/kv6z-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kv6z/khushi-foods,Balouch Khan Gabol goth sector number 3 House number 3 scheme 33 Near Sumaira Banglows Safora karachi,"Beverages, Pakistani, Biryani"
Babar Jee Fast Food & BBQ,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/z7ir-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/z7ir/babar-jee-fast-food-and-bbq,Main Hoti Market Opposite Quetta Shah Jee Hotel Karachi,"Burgers, Western, BBQ"
Cafe Elemento,3.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://images.deliveryhero.io/image/fd-pk/LH/s8zj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s8zj/cafe-elemento,"PECHS, 180/E, Block 2 Tariq Road Karachi.","Fast Food, Pasta, Ice Cream, Shakes"
Bismillah Manpasand Chat,3.3(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/w8at-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w8at/bismillah-manpasand-chat-w8at,"Shop no. 46, Al Shifa Gali, Moti Mansion, Ranchor Line Karachi","Pakistani, Savouries"
BBQ Mafia,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/wan7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wan7/bbq-mafia,Taj building. Opposite rencholine kapra market nishtar road Karachi,"Burgers, Fast Food, Western, Broast, BBQ"
The Stove Diaries,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/hk7k-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hk7k/the-stove-diaries,"BMCHS, Ameer Khusro Road 7/8 51","Fast Food, Wraps & Rolls, Pakistani, Paratha"
WAJAYZ PIZZA,,,,https://images.deliveryhero.io/image/fd-pk/LH/h8jr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h8jr/wajayz-pizza,"Shop No. 2, On Ground Floor , Of Plot No. 879-C, KURTA GALI, Block-2, P.E.C.H.S, KARACHI.","Pizza, Fast Food"
Pizza Panda -  PECHS,4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/s1ah-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s1ah/pizza-panda-pechs,"Plot#923C, Saraj Road PECHS karachi","Pizza, Pasta"
Nani's Kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/sga4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/sga4/nanis-kitchen-sga4,"R-999, Sector 1, Near Thanvi masjid, Lines Area, Gulshan e Zahoor, Karachi.","Beverages, Pakistani, Qeema"
Student Biryani premium,4.6(28)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/tv4t-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tv4t/student-biryani-premium,,
Khowsey Corner,4.9(54)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://images.deliveryhero.io/image/fd-pk/LH/gmmp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gmmp/khowsey-corner,"Flat no 706,  7th floorBlock-7, Nadeem Residency Gulistan-e-Jauhar, Karachi East","Beverages, Pakistani, Paratha"
Maryland Desserts (johar),4.2(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/iv75-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/iv75/maryland-desserts-johar,shop no G1 block 10 gulistan e johar near kamran chowrangi,"Cakes & Bakery, Desserts, Beverages, Pakistani"
